timestamp,latitude,longitude,accuracy
1776295248.0044746,37.87578114127088,-122.25914547690147,19.486935684629273
1776295249.9148831,37.875777745863964,-122.25914565220504,15.599707715986636
1776295249.9347453,37.875777744809945,-122.25914565225692,15.605649138912272
1776295249.9394026,37.87577774412662,-122.25914565229284,15.609484597442242
1776295249.9451184,37.875777743676686,-122.25914565231727,15.612007320995295
1776295249.9507315,37.875777743303686,-122.25914565233752,15.61409728701489
1776295251.84212,37.875799721928935,-122.25916465423512,20.5398968478148
1776295258.2517757,37.87579124780105,-122.25919337312297,28.525733978741435
1776295264.6407132,37.87583855862358,-122.25921418437021,25.367110859781807
1776295265.7801316,37.875871564897025,-122.25924622179764,28.879719218272527
1776295272.1745555,37.87576532354791,-122.25928847846521,30.05427463399128
1776295278.5655885,37.87580198655714,-122.25921160437561,20.264897918439136
1776295285.0061216,37.875824512885,-122.25923330557545,25.6821075205396
1776295286.1183007,37.87583595940294,-122.25931411300522,25.99905512079625
1776295292.5143838,37.87575371779556,-122.25924116534046,60.190345579138594
1776295293.6675644,37.87572103228742,-122.25937177131127,25.999999998408445
1776295300.0556028,37.87575068792341,-122.2592426814111,60.19145112812146
1776295301.212224,37.875751125148625,-122.25924077818514,60.8419591304514
1776295307.5957167,37.87575145807381,-122.25923920392215,60.20837117685808
1776295308.1456883,37.875751465374506,-122.25923920073855,60.57849221977439
1776295308.1609938,37.87575456147752,-122.2592239929886,60.523238484196526
1776295308.1666422,37.87575456126461,-122.25922399404207,60.522056395276785
1776295308.17288,37.875754561203756,-122.25922399434313,60.52207555911914
1776295308.177823,37.87575456114708,-122.25922399462355,60.52209340817675
1776295308.1927004,37.87575456114831,-122.25922399461754,60.522093386159916
1776295308.7416484,37.8757538343313,-122.2592275907521,60.716164810191366
1776295315.1328309,37.87575232679981,-122.25923868085515,59.266480771352654
1776295316.2749166,37.87572522399389,-122.25935334299083,23.13576547476233
1776295319.0482469,37.87572088200202,-122.25937234909813,19.383914964076926
1776295319.0544026,37.87572088193262,-122.25937234940137,19.384228630146364
1776295319.0601335,37.87572088187015,-122.25937234967434,19.38450847814979
1776295319.0650742,37.875720881788446,-122.25937235003133,19.38487723422901
1776295319.0698268,37.87572088171163,-122.25937235036696,19.3852268585824
1776295319.077967,37.87572088161887,-122.25937235077217,19.38564386687928
1776295322.666502,37.875386925594604,-122.25920756695241,19.91316426536137
1776295323.8216302,37.87546466273693,-122.25929009960757,19.9998519790576
1776295330.1824787,37.87547348627675,-122.25922068706889,18.87556645071891
1776295336.5775735,37.87574417050139,-122.2592385345788,60.1864907010659
1776295337.73537,37.87574830728607,-122.2592389050053,60.862519242612095
1776295344.117689,37.87547248509174,-122.25921408728101,19.971501551114276
1776295350.5023065,37.87547636306022,-122.25921443291718,19.97087527596583
1776295356.884948,37.87583942567999,-122.25908377783708,29.826102502045895
1776295363.2655032,37.87548559374257,-122.25921470891657,19.96620848378956
1776295369.651747,37.87549168462957,-122.25918981978708,15.67994984141415
1776295376.0361881,37.875474964436926,-122.25923130473217,14.419005316336559
1776295382.4277768,37.875522897681265,-122.25929262353745,18.001371145920487
1776295383.6146839,37.875544203402434,-122.25937162817127,21.57731541058265
1776295390.0026848,37.875523284858204,-122.25936083772181,13.242039852565386
1776295396.3930259,37.875516359656764,-122.25935986181166,19.458103867688184
1776295397.5352669,37.87554226675831,-122.25939837383186,16.962547030631377
1776295403.939819,37.87558443239946,-122.25947685471704,20.34426025042604
1776295410.3238833,37.87560090262543,-122.2594932991925,19.04464817386914
1776295414.2973073,37.87560486489762,-122.25949264799463,25.80775071798522
1776295416.7134578,37.875395354373055,-122.25927512609287,20.6756758936516
1776295419.393256,37.87540736152451,-122.2592867378685,19.16436091078839
1776295423.0886111,37.87547308111136,-122.2594271515436,18.226251598168936
1776295429.4774232,37.87554533540687,-122.25945452328016,24.29124930855869
1776295430.3482974,37.8755439202472,-122.25945743341914,18.02705461651636
1776295435.8695061,37.87549536291494,-122.25945833078086,25.014264890119133
1776295437.5101125,37.87549536291494,-122.25945833078086,25.095014
1776295437.5412216,37.87549175122246,-122.25945851535883,24.263662173467182
1776295437.5628767,37.875491753929055,-122.25945852186278,24.263681824196574
1776295437.5739574,37.87549175468376,-122.25945852367809,24.26368355455339
1776295443.936191,37.87549743807609,-122.25939331231011,18.116733761939905
1776295457.8749824,37.87559419203899,-122.25950479912753,30.97515224747395
1776295464.2354567,37.8754821585024,-122.25932578157511,19.97102023830191
1776295470.6293707,37.875589460058166,-122.25939296680129,30.782538997134345
1776295471.7765481,37.87561534074159,-122.2594286174879,25.808190176589463
1776295475.8318455,37.8755741189378,-122.25939770375966,18.938267457306054
1776295476.2075586,37.87553293273306,-122.25932975181473,13.872844152040516
1776295482.5963337,37.87550196009788,-122.25934335069941,19.42875391976661
1776295487.3625884,37.8755057443389,-122.25933136089134,19.94889891951132
1776295487.3726826,37.87550574434172,-122.25933136087946,19.948917973674174
1776295487.388121,37.875505744350875,-122.25933136085915,19.948948038537996
1776295487.393956,37.87550745766355,-122.2592684105867,19.948966021931078
1776295487.4018228,37.87550745767199,-122.2592684105253,19.948981835943364
1776295492.079758,37.8754569583076,-122.25936509493489,13.97284007012279
1776295498.4678981,37.8755038166752,-122.25933344158642,19.970931803783504
1776295504.8568246,37.87547002710603,-122.25925593934849,19.97088819612938
1776295511.242739,37.8754211821619,-122.25928902049498,19.970918718824144
1776295517.623316,37.875424753101356,-122.25927997001953,19.951927901012297
1776295518.7751722,37.87542538873634,-122.25927876756732,19.83206898849899
1776295521.7424512,37.875423317151956,-122.25928388974768,23.268438834993564
1776295521.7608967,37.875423317151956,-122.25928388974765,23.268438834993564
1776295521.7656043,37.875423833772786,-122.25928244600311,18.532727645236648
1776295521.7703128,37.87542383377345,-122.25928244599773,18.5327329118476
1776295521.7749496,37.87542383377401,-122.25928244599434,18.532736437816283
1776295524.3037748,37.87541720061175,-122.25927842058383,20.55978545171755
1776295524.3094687,37.87541717465231,-122.25927841445355,20.55991803789092
1776295525.1562028,37.87545331602881,-122.2593498006611,16.56075786831346
1776295526.309504,37.87547026377835,-122.25938462554413,16.02548196185921
1776295532.367248,37.875464820755205,-122.25938459028269,28.084779796210317
1776295532.3734097,37.87546482074617,-122.25938459028055,28.084837957819076
1776295532.6951048,37.875520215225784,-122.25939023924303,20.842092564972045
1776295533.8374612,37.87552123010362,-122.25939079603076,21.678517774676948
1776295540.2111397,37.87553801385928,-122.2593987625707,24.301215231246278
1776295541.358114,37.87550870130539,-122.25942849139774,89.60300808246912
1776295547.7355845,37.87545378144433,-122.25943434760924,26.807585500551298
1776295548.8892694,37.87546290708443,-122.25944546843336,24.406736969202925
1776295555.2670925,37.87547154456697,-122.25945950066316,32.08395771263114
1776295556.4204478,37.875486644656945,-122.25947133780198,55.88201222883363
1776295570.3230093,37.875387393040704,-122.25922064863293,18.77493167912091
1776295571.4790258,37.87538088157943,-122.25921673574632,18.905669245662764
1776295577.8592916,37.87539565701334,-122.25924687662807,23.19263480403442
1776295579.013782,37.87547151415525,-122.25942742615074,55.942828149487674
1776295587.571466,37.875481957696884,-122.25937637974968,86.14065572894773
1776295594.0640783,37.875407124885456,-122.25926501124005,49.685688724126486
1776295600.4422257,37.87563536926583,-122.25935452138442,30.894096463656854
1776295601.5954652,37.875636680705924,-122.25935544934785,30.998081048696744
1776295607.996451,37.875495964869536,-122.25919850842048,21.961365964075977
1776295611.7147086,37.87548048647675,-122.25927307484945,219.38328914342011
1776295611.7202613,37.87548048647595,-122.25927307485331,219.3838087613983
1776295614.3770604,37.87540995332573,-122.25926190725227,19.945119759068266
1776295620.7656844,37.87543315544778,-122.2592579781938,19.97094692753274
1776295627.2131772,37.87539630886502,-122.25926381641344,19.854174134451473
1776295633.538222,37.875369475918276,-122.25926509649845,19.532472344569836
1776295634.55304,37.875369618692886,-122.25926435484959,19.071671974143218
1776295634.5587933,37.875369618686754,-122.25926435484908,19.07168265632758
1776295635.221927,37.8753684625633,-122.25926433436945,19.999988448285283
1776295635.228724,37.87536846256258,-122.25926433437006,19.999988457656695
1776295635.3639686,37.87536846241999,-122.2592643343741,19.999990415312812
1776295635.3707597,37.87536846241731,-122.25926433437692,19.99999044117544
1776295635.3785088,37.87536846241726,-122.25926433437614,19.99999044381544
1776295635.3851354,37.8753684624143,-122.25926433437677,19.999990481691068
1776295635.3921905,37.87536846241458,-122.25926433437431,19.999990485415022
1776295635.3994508,37.87536846241374,-122.2592643343756,19.999990493454753
1776295635.4065583,37.875368462414045,-122.25926433437361,19.999990496423997
1776295639.9270835,37.87537814103111,-122.25923205971534,39.761059521663384
1776295641.0791454,37.87537914067672,-122.25922884908478,39.75358974140733
1776295645.855789,37.875399250621776,-122.2592052348986,15.138174533990757
1776295647.0036638,37.8754042768256,-122.25920027282953,15.371747637058208
1776295653.3839405,37.875380982729794,-122.25924949442981,14.717928354956726
1776295659.7466736,37.87535309784391,-122.25926883605746,14.975013416557415
1776295666.104216,37.87539331995706,-122.25923594417942,13.41553003855793
1776295678.491747,37.875199282931526,-122.259226857817,23.41161096333547
1776295679.642834,37.87519807085093,-122.25929559303125,17.090993160775987
1776295685.6169195,37.875203239258056,-122.25933963886796,26.395014
1776295686.0197864,37.87523591790649,-122.25943241749147,17.922472830528957
1776295694.0902188,37.87526202408969,-122.25940033215718,11.395276372570015
1776295695.1087368,37.87527519680914,-122.2593321577564,9.933997082077527
1776295701.8777437,37.87530980384446,-122.25944531178173,20.966225771567657
1776295705.954123,37.87530561422711,-122.25942733552692,25.404903904150448
1776295706.997867,37.87543494139396,-122.2593911837912,29.10923682729225
1776295707.993634,37.87541548449304,-122.25925619513941,18.650726540710963
1776295709.0815895,37.8753370720025,-122.25927541180862,9.956626044719323
1776295710.0880592,37.87532388971934,-122.2592605203285,8.376773200483138
1776295711.0876577,37.87532934557972,-122.25924952167024,6.348043032927061
1776295712.088187,37.875329689952004,-122.2592388437109,5.155953812014442
1776295713.0857265,37.87532696170912,-122.25923395628328,4.613778068779961
1776295714.081383,37.8753252576042,-122.25923203895412,4.319247695927346
1776295715.0937703,37.8753248236121,-122.25923338957404,4.034574940091681
1776295716.0970125,37.87532589335284,-122.25922875061099,3.936553653082428
1776295721.0142295,37.87515848102449,-122.25947880467125,34.74911692685309
1776295724.4043329,37.875154225440674,-122.25949037614481,202.29257191635085
1776295727.4069917,37.875216537469036,-122.25940368700877,20.935978500667247
1776295733.778538,37.87520296687992,-122.2594141754893,22.955746152172587
1776295736.4345064,37.875199231324835,-122.25942261225266,78.430344394767
1776295740.455872,37.87525845974347,-122.25933668064401,22.902228243853017
1776295746.8444853,37.875244520111984,-122.25922415227764,22.955770429470906
1776295753.2475927,37.87519419715782,-122.25926684064589,33.76390955276736
1776295759.6469417,37.87525720391318,-122.25894456173089,22.838056240221988
1776295766.0463622,37.87525872689733,-122.25886283743263,22.567041521504443
1776295772.4226663,37.87528191945709,-122.2588576126708,16.087569597166627
1776295778.8239644,37.87531559753942,-122.25888102699638,14.541921330865302
1776295785.2028503,37.87531362277839,-122.25885515386987,12.620848382004993
1776295791.5973532,37.875297094699704,-122.258798768863,15.7565691840882
1776295798.0138376,37.87529748186617,-122.2587404697218,15.322679248798956
1776295804.0206666,37.87527489920669,-122.258671555603,15.498886462116822
1776295810.1227682,37.87530254496463,-122.25870364063137,12.688418604126849
1776295811.1259246,37.87533385299736,-122.25868011244408,8.865300809742115
1776295812.131689,37.87534169419745,-122.25865469923441,7.431798746383162
1776295813.1523597,37.87535623779512,-122.2586617127881,5.272929797925691
1776295814.133325,37.87536102046342,-122.25866124360945,4.502318867812348
1776295815.1446562,37.875366835683515,-122.2586542464189,3.770377067735055
1776295816.0785933,37.87536598366511,-122.25865466373128,3.4023601377126984
1776295822.8576875,37.87536159775463,-122.25865438403768,9.798030891928086
1776295829.2594492,37.875337175342736,-122.25853446835042,15.363471991916079
1776295835.6632526,37.87534657331133,-122.25846498963087,16.297979643882012
1776295835.7101557,37.875346541171716,-122.25846478884775,16.300250135056846
1776295839.1786087,37.875347795433136,-122.25844732885741,8.323556578361009
1776295840.1715088,37.87534801629519,-122.25844114815276,7.158040873178344
1776295841.1897068,37.87534861077809,-122.25843619900878,6.582691564526193
1776295842.1779735,37.87534976353292,-122.25843003029158,5.742382136772672
1776295843.19795,37.875356107576025,-122.25843498169178,5.068242961412562
1776295844.2171164,37.8753545793865,-122.25843380144744,4.718361117393953
1776295845.201153,37.875348600890646,-122.25843191897572,4.186141497491231
1776295846.1078794,37.87534631767973,-122.25843629704978,3.702395484905124
1776295847.0819438,37.87534141461465,-122.25843531821809,3.5321900814208704
1776295848.1377373,37.875340277570814,-122.25843614396678,3.416881805811692
1776295849.1052887,37.87533949038986,-122.25843549134916,3.3466298700883517
1776295850.109024,37.87533948623868,-122.25843507358388,3.2966389416288244
1776295864.0005825,37.875406510752185,-122.2583716195564,16.70432276586054
1776295870.3791268,37.87537740978555,-122.25828958513668,20.75200066347777
1776295876.7813277,37.87538098045703,-122.25828594381179,18.92453867554866
1776295883.1614563,37.87536522729105,-122.2584111685777,19.117059317895393
1776295889.546887,37.87538057106994,-122.25848341599809,21.929003569128515
1776295895.9424295,37.87532606148101,-122.25839546618366,25.170413222657867
1776295902.329864,37.87538266122211,-122.25833604315294,20.740033797991714
1776295908.741096,37.87546436084795,-122.258340497781,21.787502907990916
1776295915.1258585,37.875442265282636,-122.25838147070216,22.345420625716635
1776295921.541579,37.87552471955802,-122.2583745671686,18.79891108660667
1776295927.91716,37.87559429012211,-122.25837149717499,16.174924169252673
1776295934.3266065,37.87566919164489,-122.25840410457934,16.983806473338873
1776295940.7050092,37.875769161150174,-122.2584433941236,15.591287906375888
1776295945.2441974,37.87583666606041,-122.2585079346943,16.304324842320653
1776295945.895483,37.87584001493858,-122.2584716017415,10.243596850391455
1776295951.6523998,37.875935334512526,-122.25852251934334,10.916778277481683
1776295958.0594537,37.87605099431051,-122.25858145495442,15.937613922648756
1776295964.4553049,37.876099007159084,-122.25856458752094,15.41695921831862
1776295970.8403742,37.87603733991099,-122.25853200041024,16.291197228126833
1776295977.2276611,37.87604794215335,-122.25846527902866,15.820737440958869
1776295983.6104722,37.87601752009738,-122.25843485949773,15.551015709244812
1776295989.9965506,37.876046654799836,-122.25840915983112,16.691065430159874
1776295996.3697968,37.87605829863903,-122.25840578156435,14.295279829837767
1776296002.7417548,37.876063639288304,-122.25852227752428,17.007675062037343
1776296009.1281264,37.876065804187654,-122.25852217868069,14.394880993284985
1776296015.5019722,37.87612007254928,-122.25852298408408,14.334527726853436
1776296021.8663518,37.8761322448914,-122.25848643041222,15.308315402090896
1776296028.23257,37.876163767940476,-122.25851299460426,17.633285467225605
1776296034.6064184,37.876042466979825,-122.25854566373202,19.652592267257756
1776296040.1414502,37.87603759484186,-122.25854615484856,19.961610608534446
1776296046.1398032,37.87603223693409,-122.25869128986649,19.96716404764106
1776296052.1424892,37.87603701620776,-122.25869376560809,19.654291685835656
1776296058.5289721,37.87601218647431,-122.2588049561655,18.816513159631285
1776296064.8962464,37.8760075024771,-122.2588860284574,14.134499305055549
1776296071.276865,37.875985774061746,-122.25889802957649,16.19480394400895
1776296072.444448,37.87598748970426,-122.25890174695002,18.193722612571115
1776296072.4532127,37.87598748970362,-122.25890174695216,18.19372483292052
1776296072.4608293,37.87598748970149,-122.2589017469625,18.193730636390917
1776296072.467763,37.87598748970102,-122.25890174696333,18.193731863108614
1776296072.4733615,37.875987489700556,-122.25890174696565,18.19373301338478
1776296072.4785502,37.875987489700215,-122.25890174696734,18.193734168756336
1776296077.6423163,37.87599543888396,-122.25886885497705,17.569608496057274
1776296084.0272353,37.87599706314658,-122.2588520712733,14.715298847715767
1776296090.394566,37.87600415529906,-122.25885331072465,16.269157395479382
1776296096.7826595,37.87599409755677,-122.25884414665109,15.048875273102222
1776296103.1650007,37.87598933614889,-122.25891289207877,19.7815558386161
1776296113.741476,37.875983538166764,-122.25893696540615,17.12387532060839
1776296120.0916693,37.875985264921965,-122.25887788741848,19.88927311341906
1776296126.46959,37.875980732386836,-122.25889862320888,16.847296189495506
1776296132.836257,37.875987775204315,-122.25891012123688,19.9707239565294
1776296139.2168598,37.8759811949495,-122.25901710486366,19.970803776672092
1776296145.2542675,37.875971403727625,-122.25898884686879,18.59472488611234
1776296145.4227793,37.875971502865276,-122.25899077912386,18.60352953453678
1776296145.4289393,37.875971503797764,-122.25899079671798,18.603530323376667
1776296145.4337997,37.87597150471378,-122.25899081400122,18.603531085582247
1776296145.4681215,37.87597181899042,-122.25898990189842,18.60336158827832
1776296145.4739988,37.875971820048015,-122.25898992184713,18.603365104573818
1776296151.215818,37.875976468968545,-122.25901375744647,16.188153568933192
1776296157.2854457,37.875947205317416,-122.25900779564313,15.887098337259928
1776296163.5970962,37.87596605021694,-122.25901365371298,16.334138815384627
1776296169.9597497,37.875979803647326,-122.25899550754853,19.379604763386137
1776296170.6560197,37.87598105233276,-122.25898862412937,41.3296956072193
1776296170.6745608,37.87598105233277,-122.25898862412934,41.329723535387174
1776296176.321689,37.87597913557568,-122.25900251178385,16.541687265857238
1776296182.6915567,37.875978668694515,-122.25900506990186,19.714383081384685
1776296189.0671597,37.8759773912809,-122.25899977280488,17.302193888102728
1776296190.4676483,37.87597765406608,-122.25899858359482,17.656984998145614
