timestamp,cps,cps_err,usv_hr
1776295885.4664679,8.0,2.0,0.100272
1776295887.4549499,7.0,1.8708286933869707,0.087738
1776295889.4723153,6.5,1.8027756377319946,0.081471
1776295891.5176983,7.5,1.9364916731037085,0.094005
1776295893.5136132,11.0,2.345207879911715,0.137874
1776295895.5278442,8.5,2.0615528128088303,0.106539
1776295897.5537221,6.0,1.7320508075688772,0.075204
1776295899.5763824,6.0,1.7320508075688772,0.075204
1776295901.6046374,4.5,1.5,0.056403
1776295903.6487458,5.5,1.6583123951777,0.068937
1776295905.6574774,4.0,1.4142135623730951,0.050136
1776295907.634303,6.0,1.7320508075688772,0.075204
1776295909.701702,4.0,1.4142135623730951,0.050136
1776295911.693272,7.0,1.8708286933869707,0.087738
1776295913.7065487,5.0,1.5811388300841898,0.06267
1776295915.7347548,6.0,1.7320508075688772,0.075204
1776295917.7766182,6.0,1.7320508075688772,0.075204
1776295919.7971,5.5,1.6583123951777,0.068937
1776295921.7857504,5.5,1.6583123951777,0.068937
1776295923.79681,7.5,1.9364916731037085,0.094005
1776295925.8236685,4.0,1.4142135623730951,0.050136
1776295927.8518138,5.0,1.5811388300841898,0.06267
1776295929.8694072,10.0,2.23606797749979,0.12534
1776295931.875109,8.0,2.0,0.100272
1776295933.8889494,9.5,2.179449471770337,0.119073
1776295935.9067283,6.0,1.7320508075688772,0.075204
1776295937.9428515,6.5,1.8027756377319946,0.081471
1776295939.962541,7.0,1.8708286933869707,0.087738
1776295941.9955375,5.0,1.5811388300841898,0.06267
1776295944.0175016,6.5,1.8027756377319946,0.081471
1776295946.0345325,8.5,2.0615528128088303,0.106539
1776295948.057474,9.5,2.179449471770337,0.119073
1776295950.0832314,5.0,1.5811388300841898,0.06267
1776295952.082961,6.5,1.8027756377319946,0.081471
1776295954.0851343,5.5,1.6583123951777,0.068937
1776295956.1215296,5.0,1.5811388300841898,0.06267
1776295958.1555197,8.5,2.0615528128088303,0.106539
1776295960.1704996,9.5,2.179449471770337,0.119073
1776295962.1949139,4.0,1.4142135623730951,0.050136
1776295964.2215378,8.0,2.0,0.100272
1776295966.229798,6.0,1.7320508075688772,0.075204
1776295968.2473903,5.5,1.6583123951777,0.068937
1776295970.2644792,9.5,2.179449471770337,0.119073
1776295972.2903113,7.0,1.8708286933869707,0.087738
1776295974.3062966,6.5,1.8027756377319946,0.081471
1776295976.2970667,3.5,1.3228756555322954,0.043869
1776295978.3123224,4.5,1.5,0.056403
1776295980.3222868,4.0,1.4142135623730951,0.050136
1776295982.3844583,6.5,1.8027756377319946,0.081471
1776295984.3890476,11.5,2.3979157616563596,0.144141
1776295986.4165204,4.0,1.4142135623730951,0.050136
1776295988.433078,7.0,1.8708286933869707,0.087738
1776295990.449327,8.5,2.0615528128088303,0.106539
1776295992.4333947,5.0,1.5811388300841898,0.06267
1776295994.4620655,3.0,1.224744871391589,0.037602
1776295996.4958458,6.5,1.8027756377319946,0.081471
1776295998.498333,5.5,1.6583123951777,0.068937
1776296000.5115669,4.0,1.4142135623730951,0.050136
1776296002.5403178,8.0,2.0,0.100272
1776296004.5915353,6.5,1.8027756377319946,0.081471
1776296006.5776536,4.0,1.4142135623730951,0.050136
1776296008.5907936,6.5,1.8027756377319946,0.081471
1776296010.621562,8.0,2.0,0.100272
1776296012.6433823,6.0,1.7320508075688772,0.075204
1776296014.6586924,8.5,2.0615528128088303,0.106539
1776296016.7192817,8.5,2.0615528128088303,0.106539
1776296018.7240124,4.0,1.4142135623730951,0.050136
1776296020.7081027,8.5,2.0615528128088303,0.106539
1776296022.7588983,5.0,1.5811388300841898,0.06267
1776296024.7691822,6.5,1.8027756377319946,0.081471
1776296026.7540047,6.0,1.7320508075688772,0.075204
1776296028.81441,4.5,1.5,0.056403
1776296030.8285944,3.0,1.224744871391589,0.037602
1776296032.8283126,7.0,1.8708286933869707,0.087738
1776296034.850921,4.0,1.4142135623730951,0.050136
1776296036.8782067,9.0,2.1213203435596424,0.112806
1776296038.8688984,7.5,1.9364916731037085,0.094005
1776296040.9294937,7.5,1.9364916731037085,0.094005
1776296042.9535964,8.0,2.0,0.100272
1776296044.9372306,5.0,1.5811388300841898,0.06267
1776296046.978791,5.5,1.6583123951777,0.068937
1776296048.9941058,9.5,2.179449471770337,0.119073
1776296050.9989517,7.5,1.9364916731037085,0.094005
1776296053.0221288,7.0,1.8708286933869707,0.087738
1776296055.0417414,12.5,2.5,0.156675
1776296057.0868587,11.0,2.345207879911715,0.137874
1776296059.1058843,7.5,1.9364916731037085,0.094005
1776296061.0864,10.0,2.23606797749979,0.12534
1776296063.137127,12.5,2.5,0.156675
1776296065.1475167,8.0,2.0,0.100272
1776296067.1480663,6.0,1.7320508075688772,0.075204
1776296069.1586404,11.0,2.345207879911715,0.137874
1776296071.2160213,7.5,1.9364916731037085,0.094005
1776296073.2299395,6.5,1.8027756377319946,0.081471
1776296075.2142131,6.0,1.7320508075688772,0.075204
1776296077.2403314,12.0,2.449489742783178,0.150408
1776296079.2960706,14.5,2.692582403567252,0.181743
1776296081.285054,10.5,2.29128784747792,0.131607
1776296083.3125527,11.5,2.3979157616563596,0.144141
1776296085.3472826,10.0,2.23606797749979,0.12534
1776296087.3518605,11.5,2.3979157616563596,0.144141
1776296089.3856306,6.5,1.8027756377319946,0.081471
1776296091.3668556,9.0,2.1213203435596424,0.112806
1776296093.4314187,7.5,1.9364916731037085,0.094005
1776296095.4032521,8.5,2.0615528128088303,0.106539
1776296097.426372,8.5,2.0615528128088303,0.106539
1776296099.444747,8.5,2.0615528128088303,0.106539
1776296101.475518,8.0,2.0,0.100272
1776296103.491561,9.0,2.1213203435596424,0.112806
1776296105.5382743,5.0,1.5811388300841898,0.06267
1776296107.5625048,13.0,2.5495097567963922,0.162942
1776296109.546402,9.5,2.179449471770337,0.119073
1776296111.5893164,9.5,2.179449471770337,0.119073
1776296113.6007078,10.5,2.29128784747792,0.131607
1776296115.616257,8.0,2.0,0.100272
1776296117.6765356,14.0,2.6457513110645907,0.175476
1776296119.653509,9.0,2.1213203435596424,0.112806
1776296121.678427,12.0,2.449489742783178,0.150408
1776296123.693552,13.0,2.5495097567963922,0.162942
1776296125.7048347,7.5,1.9364916731037085,0.094005
1776296127.7432995,8.0,2.0,0.100272
1776296129.7562373,10.0,2.23606797749979,0.12534
1776296131.792082,9.5,2.179449471770337,0.119073
1776296133.8151357,11.0,2.345207879911715,0.137874
1776296135.832813,9.5,2.179449471770337,0.119073
1776296137.8183174,9.5,2.179449471770337,0.119073
1776296139.8594437,12.5,2.5,0.156675
1776296141.8912802,10.5,2.29128784747792,0.131607
1776296143.8648913,10.0,2.23606797749979,0.12534
1776296145.930316,6.5,1.8027756377319946,0.081471
1776296147.9187655,5.5,1.6583123951777,0.068937
1776296149.9462874,6.5,1.8027756377319946,0.081471
1776296151.9880884,8.5,2.0615528128088303,0.106539
1776296153.9750514,8.5,2.0615528128088303,0.106539
1776296156.0128264,11.0,2.345207879911715,0.137874
1776296158.0429704,4.0,1.4142135623730951,0.050136
1776296160.0725596,9.0,2.1213203435596424,0.112806
1776296162.064586,4.5,1.5,0.056403
1776296164.082642,7.5,1.9364916731037085,0.094005
1776296166.124022,11.5,2.3979157616563596,0.144141
1776296168.1083608,5.0,1.5811388300841898,0.06267
1776296170.124208,5.5,1.6583123951777,0.068937
1776296172.152941,9.0,2.1213203435596424,0.112806
1776296174.167157,6.5,1.8027756377319946,0.081471
1776296176.2562435,7.5,1.9364916731037085,0.094005
1776296178.2268775,5.5,1.6583123951777,0.068937
1776296180.2450502,9.0,2.1213203435596424,0.112806
1776296182.2499995,5.0,1.5811388300841898,0.06267
1776296184.2868445,11.5,2.3979157616563596,0.144141
1776296186.3172317,8.0,2.0,0.100272
1776296188.348958,9.5,2.179449471770337,0.119073
1776296190.3222022,13.5,2.598076211353316,0.169209
1776296192.3429484,15.0,2.7386127875258306,0.18801
1776296194.3746781,5.5,1.6583123951777,0.068937
1776296196.4145956,9.5,2.179449471770337,0.119073
1776296198.4392524,10.0,2.23606797749979,0.12534
1776296200.4263484,9.5,2.179449471770337,0.119073
1776296202.4687777,10.0,2.23606797749979,0.12534
1776296204.5004928,10.5,2.29128784747792,0.131607
1776296206.478557,7.5,1.9364916731037085,0.094005
1776296208.4934254,5.0,1.5811388300841898,0.06267
1776296210.5085776,8.5,2.0615528128088303,0.106539
1776296212.5276413,9.5,2.179449471770337,0.119073
1776296214.5970497,13.5,2.598076211353316,0.169209
1776296216.5814438,9.5,2.179449471770337,0.119073
1776296218.5967035,10.5,2.29128784747792,0.131607
1776296220.617922,12.0,2.449489742783178,0.150408
1776296222.6567585,9.5,2.179449471770337,0.119073
1776296224.6766865,12.0,2.449489742783178,0.150408
1776296226.662739,6.5,1.8027756377319946,0.081471
1776296228.68364,8.0,2.0,0.100272
1776296230.7026143,7.5,1.9364916731037085,0.094005
1776296232.7503417,9.5,2.179449471770337,0.119073
1776296234.7864647,9.5,2.179449471770337,0.119073
1776296236.7665844,8.0,2.0,0.100272
1776296238.7912695,10.5,2.29128784747792,0.131607
1776296240.8539085,6.0,1.7320508075688772,0.075204
1776296242.8630698,9.0,2.1213203435596424,0.112806
1776296244.8503428,8.5,2.0615528128088303,0.106539
1776296246.8574595,5.0,1.5811388300841898,0.06267
1776296248.8746753,10.0,2.23606797749979,0.12534
