timestamp,pm1_mean,pm1_err,pm25_mean,pm25_err,pm10_mean,pm10_err
1776295885.102644,0.0,0.0,1.0,0.0,1.0,0.0
1776295889.1094277,0.0,0.0,1.0,0.0,1.0,0.0
1776295893.1514919,0.0,0.0,1.0,0.0,1.0,0.0
1776295897.1399972,0.0,0.0,1.0,0.0,1.0,0.0
1776295901.1355126,0.0,0.0,1.0,0.0,1.0,0.0
1776295905.1416893,0.0,0.0,1.0,0.0,1.0,0.0
1776295909.1844442,0.0,0.0,1.0,0.0,1.0,0.0
1776295913.1897798,0.0,0.0,1.0,0.0,1.0,0.0
1776295917.208687,0.0,0.0,1.0,0.0,1.0,0.0
1776295921.2138777,0.0,0.0,1.0,0.0,1.0,0.0
1776295925.2032015,0.0,0.0,0.5,0.5,0.5,0.5
1776295929.1974764,0.0,0.0,0.0,0.0,0.0,0.0
1776295933.2138143,0.0,0.0,0.0,0.0,0.0,0.0
1776295937.2164803,0.0,0.0,1.0,0.0,1.0,0.0
1776295941.2700465,0.0,0.0,1.0,0.0,1.0,0.0
1776295945.2557826,0.0,0.0,1.0,0.0,1.0,0.0
1776295949.2584367,0.0,0.0,1.0,0.0,1.0,0.0
1776295953.2588558,0.0,0.0,1.0,0.0,1.0,0.0
1776295957.2782812,0.0,0.0,1.0,0.0,1.0,0.0
1776295961.31723,0.0,0.0,1.0,0.0,1.0,0.0
1776295965.334426,0.0,0.0,1.0,0.0,1.0,0.0
1776295969.3326871,0.0,0.0,1.0,0.0,1.0,0.0
1776295973.325098,0.0,0.0,0.0,0.0,0.0,0.0
1776295977.332653,0.0,0.0,0.0,0.0,0.0,0.0
1776295981.3879244,0.0,0.0,0.0,0.0,0.0,0.0
1776295985.3735693,0.0,0.0,1.0,0.0,1.0,0.0
1776295989.3644395,0.0,0.0,0.5,0.5,0.5,0.5
1776295993.3714836,0.0,0.0,0.0,0.0,0.0,0.0
1776295997.4039323,0.0,0.0,0.0,0.0,0.0,0.0
1776296001.4027138,0.0,0.0,0.5,0.5,0.5,0.5
1776296005.4223201,0.0,0.0,1.0,0.0,1.0,0.0
1776296009.4286199,0.0,0.0,1.0,0.0,1.0,0.0
1776296013.4194033,0.0,0.0,1.0,0.0,1.0,0.0
1776296017.440456,0.0,0.0,1.0,0.0,1.0,0.0
1776296021.4680336,0.0,0.0,1.0,0.0,1.0,0.0
1776296025.4950528,0.0,0.0,1.5,0.5,1.5,0.5
1776296029.48453,0.0,0.0,2.0,0.0,2.0,0.0
1776296033.4995785,0.0,0.0,2.0,0.0,2.0,0.0
1776296037.5011709,0.0,0.0,2.0,0.0,2.0,0.0
1776296041.5066404,0.0,0.0,2.0,0.0,2.0,0.0
1776296045.5121741,0.0,0.0,2.0,0.0,2.0,0.0
1776296049.52286,0.0,0.0,2.0,0.0,2.0,0.0
1776296053.5419424,0.0,0.0,2.0,0.0,2.0,0.0
1776296057.556186,0.0,0.0,2.0,0.0,2.0,0.0
1776296061.5821989,0.0,0.0,1.5,0.5,1.5,0.5
1776296065.562366,0.0,0.0,1.0,0.0,1.0,0.0
1776296069.573913,0.0,0.0,1.0,0.0,1.0,0.0
1776296073.6148262,0.0,0.0,0.5,0.5,0.5,0.5
1776296077.6250145,0.0,0.0,0.0,0.0,0.0,0.0
1776296081.6407824,0.0,0.0,0.0,0.0,0.0,0.0
1776296085.6252546,0.0,0.0,0.0,0.0,0.0,0.0
1776296089.649224,0.0,0.0,0.0,0.0,0.0,0.0
1776296093.6463099,0.0,0.0,0.0,0.0,1.0,0.0
1776296097.6890643,0.0,0.0,0.0,0.0,1.0,0.0
1776296101.6867461,0.0,0.0,0.0,0.0,1.0,0.0
1776296105.7050297,0.0,0.0,0.0,0.0,1.0,0.0
1776296109.711357,0.0,0.0,0.0,0.0,1.0,0.0
1776296113.7078595,0.0,0.0,0.0,0.0,1.0,0.0
1776296117.7406306,0.0,0.0,0.0,0.0,1.0,0.0
1776296121.7346416,0.0,0.0,0.0,0.0,1.0,0.0
1776296125.7602959,0.0,0.0,0.0,0.0,1.0,0.0
1776296129.7496731,0.0,0.0,0.0,0.0,1.0,0.0
1776296133.7603703,0.0,0.0,0.0,0.0,1.0,0.0
1776296137.7638838,0.0,0.0,0.0,0.0,1.0,0.0
1776296141.7847958,0.0,0.0,0.0,0.0,1.0,0.0
1776296145.772619,0.0,0.0,0.5,0.5,1.5,0.5
1776296149.7889261,0.0,0.0,1.0,0.0,2.0,0.0
1776296153.8100698,0.0,0.0,1.0,0.0,1.0,0.0
1776296157.8331912,0.0,0.0,1.0,0.0,1.0,0.0
1776296161.8029292,0.0,0.0,1.0,0.0,1.0,0.0
1776296165.8537116,0.0,0.0,1.0,0.0,1.0,0.0
1776296169.8627322,0.0,0.0,1.0,0.0,1.0,0.0
1776296173.8560143,0.0,0.0,1.0,0.0,2.0,0.0
1776296177.8647254,0.0,0.0,1.0,0.0,2.0,0.0
1776296181.8746994,0.0,0.0,1.0,0.0,2.0,0.0
1776296185.888834,0.0,0.0,1.0,0.0,2.0,0.0
1776296189.9080975,0.0,0.0,1.0,0.0,2.0,0.0
1776296193.8957396,0.0,0.0,1.0,0.0,2.0,0.0
1776296197.9130623,0.0,0.0,1.0,0.0,2.0,0.0
1776296201.8965216,0.0,0.0,1.0,0.0,2.0,0.0
1776296205.9235377,0.0,0.0,1.0,0.0,2.0,0.0
1776296209.9377775,0.0,0.0,1.0,0.0,2.0,0.0
1776296213.9731193,0.0,0.0,1.0,0.0,2.0,0.0
1776296217.9740868,0.0,0.0,1.0,0.0,2.0,0.0
1776296221.982812,1.0,0.0,2.0,0.0,4.0,0.0
1776296225.9791636,1.5,0.5,2.0,0.0,4.0,0.0
1776296229.977505,2.0,0.0,2.0,0.0,4.0,0.0
1776296234.008349,2.0,0.0,2.0,0.0,2.0,0.0
1776296238.0076747,2.0,0.0,2.0,0.0,2.0,0.0
1776296242.0119843,2.0,0.0,2.0,0.0,2.0,0.0
1776296246.0108268,2.0,0.0,2.0,0.0,2.0,0.0
1776296250.0120618,2.0,0.0,2.0,0.0,2.0,0.0
1776296254.071156,2.0,0.0,2.0,0.0,2.0,0.0
1776296258.0645916,2.0,0.0,2.0,0.0,2.0,0.0
1776296262.0768347,2.0,0.0,2.0,0.0,2.0,0.0
1776296266.0634623,2.0,0.0,2.0,0.0,2.0,0.0
1776296270.0814714,2.0,0.0,2.0,0.0,2.0,0.0
1776296274.0790193,1.0,1.0,1.5,0.5,1.5,0.5
1776296278.1048582,0.0,0.0,0.5,0.5,0.5,0.5
1776296282.105163,0.0,0.0,0.0,0.0,0.0,0.0
1776296286.1617851,0.0,0.0,1.0,0.0,1.0,0.0
1776296290.1686258,0.0,0.0,1.0,0.0,1.0,0.0
1776296294.1517158,0.0,0.0,1.0,0.0,1.0,0.0
1776296298.1658878,0.0,0.0,1.0,0.0,1.0,0.0
1776296302.1739788,0.0,0.0,1.0,0.0,1.0,0.0
1776296306.195176,0.0,0.0,1.0,0.0,1.0,0.0
1776296310.1783707,0.5,0.5,1.5,0.5,1.5,0.5
1776296314.1902027,1.0,0.0,2.0,0.0,2.0,0.0
1776296318.1963413,1.0,0.0,2.0,0.0,2.0,0.0
1776296322.2495103,1.0,0.0,1.5,0.5,1.5,0.5
1776296326.2554195,1.0,0.0,1.0,0.0,1.0,0.0
1776296330.2638423,1.0,0.0,1.0,0.0,1.0,0.0
1776296334.2689958,1.0,0.0,1.5,0.5,1.5,0.5
1776296338.2753778,1.0,0.0,2.0,0.0,2.0,0.0
1776296342.2985854,1.0,0.0,2.0,0.0,2.0,0.0
1776296346.303796,1.0,0.0,2.0,0.0,2.0,0.0
1776296350.2964537,1.0,0.0,2.0,0.0,2.0,0.0
1776296354.2975519,1.0,0.0,2.0,0.0,2.0,0.0
1776296358.3241744,1.0,0.0,2.0,0.0,2.0,0.0
1776296362.338736,1.0,0.0,2.0,0.0,2.0,0.0
1776296366.3594232,1.0,0.0,2.0,0.0,2.0,0.0
1776296370.3577435,1.0,0.0,2.0,0.0,2.0,0.0
1776296374.3856044,1.0,0.0,2.0,0.0,2.0,0.0
1776296378.3637927,2.0,0.0,3.0,0.0,3.0,0.0
1776296382.383648,1.5,0.5,2.5,0.5,2.5,0.5
1776296386.402746,1.0,0.0,2.0,0.0,2.0,0.0
1776296390.387463,1.0,0.0,3.0,0.0,3.0,0.0
1776296394.3892844,1.5,0.5,3.0,0.0,3.0,0.0
1776296398.3971279,2.0,0.0,3.0,0.0,3.0,0.0
1776296402.4375823,2.0,0.0,2.0,0.0,2.0,0.0
1776296406.4509528,1.5,0.5,2.0,0.0,2.0,0.0
1776296410.4522974,1.0,0.0,2.0,0.0,2.0,0.0
1776296414.4680717,1.0,0.0,2.0,0.0,2.0,0.0
1776296418.473793,1.0,0.0,2.0,0.0,2.0,0.0
1776296422.489014,1.0,0.0,2.0,0.0,2.0,0.0
1776296426.5061307,0.5,0.5,1.5,0.5,2.5,0.5
1776296430.4937723,0.0,0.0,1.0,0.0,2.0,0.0
1776296434.5201366,0.0,0.0,2.0,0.0,2.0,0.0
1776296438.5179272,0.0,0.0,2.0,0.0,2.0,0.0
1776296442.497327,0.0,0.0,2.0,0.0,2.0,0.0
1776296446.5526729,0.0,0.0,2.0,0.0,2.0,0.0
1776296450.5335772,0.0,0.0,2.0,0.0,2.0,0.0
1776296454.5313191,0.0,0.0,2.0,0.0,2.0,0.0
1776296458.5552402,2.0,0.0,3.0,0.0,4.0,0.0
1776296462.5433211,2.0,0.0,3.5,0.5,4.0,0.0
1776296466.602496,2.0,0.0,4.0,0.0,4.0,0.0
1776296470.593578,2.0,0.0,3.5,0.5,3.5,0.5
1776296474.600482,2.0,0.0,3.0,0.0,3.0,0.0
1776296478.5986128,2.0,0.0,3.0,0.0,3.0,0.0
1776296482.5979125,2.0,0.0,3.0,0.0,3.0,0.0
1776296486.600438,2.0,0.0,3.0,0.0,3.0,0.0
1776296490.6382494,2.0,0.0,3.0,0.0,3.0,0.0
1776296494.6336756,1.5,0.5,2.5,0.5,2.5,0.5
1776296498.6298888,1.0,0.0,2.0,0.0,2.0,0.0
1776296502.6480117,1.0,0.0,3.0,0.0,3.0,0.0
1776296506.644844,1.0,0.0,3.0,0.0,3.0,0.0
1776296510.6883717,1.0,0.0,3.0,0.0,3.0,0.0
1776296514.7030616,0.0,0.0,1.0,0.0,1.0,0.0
1776296518.6667097,0.0,0.0,1.0,0.0,1.0,0.0
1776296522.7102728,0.0,0.0,1.0,0.0,1.0,0.0
1776296526.7131429,0.0,0.0,1.0,0.0,1.0,0.0
1776296530.7517228,0.0,0.0,1.0,0.0,1.0,0.0
1776296534.711753,0.0,0.0,1.0,0.0,1.0,0.0
1776296538.7321632,0.0,0.0,1.0,0.0,1.0,0.0
1776296542.7467318,0.0,0.0,1.0,0.0,1.0,0.0
1776296546.764174,0.0,0.0,1.0,0.0,1.0,0.0
1776296550.8006117,0.0,0.0,2.0,0.0,2.0,0.0
1776296554.781274,0.0,0.0,2.0,0.0,2.0,0.0
1776296558.7979124,0.0,0.0,2.0,0.0,2.0,0.0
1776296562.8159978,0.0,0.0,2.0,0.0,2.0,0.0
1776296566.8206687,0.0,0.0,2.0,0.0,2.0,0.0
1776296570.8506672,0.0,0.0,2.0,0.0,2.0,0.0
1776296574.8614144,0.0,0.0,2.0,0.0,2.0,0.0
1776296578.8608208,0.0,0.0,1.5,0.5,1.5,0.5
1776296582.8537576,0.0,0.0,1.0,0.0,1.0,0.0
1776296586.8787076,0.0,0.0,2.0,0.0,2.0,0.0
1776296590.8796616,0.0,0.0,1.5,0.5,1.5,0.5
1776296594.8900006,0.0,0.0,1.0,0.0,1.0,0.0
1776296598.8987877,0.0,0.0,1.0,0.0,1.0,0.0
1776296602.8980954,0.0,0.0,0.5,0.5,0.5,0.5
1776296606.9196742,0.0,0.0,1.0,0.0,1.0,0.0
1776296610.9091375,0.0,0.0,1.0,0.0,1.0,0.0
1776296614.9331725,0.0,0.0,1.0,0.0,1.0,0.0
1776296618.930397,0.0,0.0,1.0,0.0,1.0,0.0
1776296622.9582434,1.0,0.0,1.0,0.0,1.0,0.0
1776296626.9608145,1.0,0.0,1.0,0.0,1.0,0.0
1776296630.9501772,1.0,0.0,1.0,0.0,1.0,0.0
1776296634.9577227,2.0,0.0,3.0,0.0,3.0,0.0
1776296638.9639285,2.0,0.0,3.0,0.0,3.0,0.0
1776296643.0168717,2.0,0.0,3.0,0.0,3.0,0.0
1776296647.0264301,2.0,0.0,3.0,0.0,3.0,0.0
1776296651.0146372,2.0,0.0,2.5,0.5,3.0,0.0
1776296655.0368268,2.0,0.0,2.0,0.0,3.0,0.0
1776296659.025596,1.5,0.5,1.5,0.5,2.5,0.5
1776296663.0295582,1.0,0.0,1.0,0.0,2.0,0.0
1776296667.066051,2.0,0.0,2.0,0.0,3.0,0.0
1776296671.055501,2.0,0.0,2.0,0.0,3.0,0.0
1776296675.0999715,2.0,0.0,2.0,0.0,3.0,0.0
1776296679.068776,2.0,0.0,2.0,0.0,3.0,0.0
1776296683.116226,1.0,0.0,2.0,0.0,2.0,0.0
1776296687.1394596,0.5,0.5,1.0,1.0,2.0,1.0
1776296691.1374764,0.0,0.0,0.0,0.0,1.0,0.0
1776296695.1098924,0.0,0.0,0.0,0.0,0.0,0.0
1776296699.161778,0.0,0.0,0.0,0.0,0.0,0.0
1776296703.153993,0.0,0.0,0.0,0.0,0.0,0.0
1776296707.1752117,0.0,0.0,1.0,0.0,1.0,0.0
1776296711.1731815,0.0,0.0,1.0,0.0,1.0,0.0
1776296715.169493,0.0,0.0,1.0,0.0,1.0,0.0
1776296719.1722767,0.0,0.0,1.0,0.0,1.0,0.0
1776296723.1955626,0.0,0.0,1.0,0.0,1.0,0.0
1776296727.2375987,0.5,0.5,1.0,0.0,1.0,0.0
1776296731.2087462,1.0,0.0,1.0,0.0,1.0,0.0
1776296735.2257493,1.0,0.0,1.0,0.0,1.0,0.0
1776296739.2310228,1.0,0.0,1.0,0.0,1.0,0.0
1776296743.2534864,1.0,0.0,1.0,0.0,1.0,0.0
1776296747.2749217,1.0,0.0,1.0,0.0,1.0,0.0
1776296751.2578464,1.0,0.0,1.0,0.0,1.0,0.0
1776296755.286683,1.0,0.0,1.0,0.0,1.0,0.0
1776296759.2890832,0.0,0.0,2.0,0.0,2.0,0.0
1776296763.3097682,0.5,0.5,2.0,0.0,2.0,0.0
1776296767.299021,1.0,0.0,2.0,0.0,2.0,0.0
1776296771.3016715,0.0,0.0,2.0,0.0,2.0,0.0
1776296775.3103218,0.5,0.5,2.5,0.5,2.5,0.5
1776296779.3526201,1.0,0.0,3.0,0.0,3.0,0.0
1776296783.3609107,1.0,0.0,3.0,0.0,3.0,0.0
1776296787.3848157,1.0,0.0,3.5,0.5,3.5,0.5
1776296791.3779285,1.0,0.0,4.0,0.0,4.0,0.0
1776296795.3651679,1.0,0.0,4.0,0.0,4.0,0.0
1776296799.374505,1.0,0.0,3.5,0.5,3.5,0.5
1776296803.4254138,1.0,0.0,3.0,0.0,3.0,0.0
1776296807.4347613,1.0,0.0,3.0,0.0,3.0,0.0
1776296811.4263413,1.0,0.0,3.0,0.0,3.0,0.0
1776296815.444123,1.0,0.0,3.0,0.0,3.0,0.0
1776296819.4332685,1.0,0.0,3.0,0.0,3.0,0.0
1776296823.4328034,1.0,0.0,2.5,0.5,2.5,0.5
1776296827.4559193,1.0,0.0,2.0,0.0,2.0,0.0
1776296831.4660816,1.0,0.0,2.0,0.0,2.0,0.0
1776296835.5011625,1.0,0.0,2.0,0.0,2.0,0.0
1776296839.4943104,1.0,0.0,2.0,0.0,2.0,0.0
1776296843.514482,1.0,0.0,2.0,0.0,2.0,0.0
1776296847.5029502,1.0,0.0,1.0,0.0,1.0,0.0
1776296851.5404115,0.5,0.5,0.5,0.5,0.5,0.5
1776296855.530689,0.0,0.0,0.0,0.0,0.0,0.0
1776296859.532818,0.5,0.5,1.5,0.5,1.5,0.5
1776296863.5384777,1.0,0.0,2.0,0.0,2.0,0.0
1776296867.5910769,1.0,0.0,2.0,0.0,2.0,0.0
1776296871.6002097,1.0,0.0,3.0,0.0,3.0,0.0
1776296875.5900068,1.0,0.0,3.0,0.0,3.0,0.0
1776296879.599914,1.0,0.0,3.0,0.0,3.0,0.0
1776296883.628665,1.0,0.0,3.0,0.0,4.0,0.0
1776296887.6127458,0.5,0.5,3.0,0.0,4.0,0.0
1776296891.6484222,0.0,0.0,3.0,0.0,4.0,0.0
1776296895.6432374,1.0,0.0,3.0,0.0,5.0,0.0
1776296899.662321,1.0,0.0,3.5,0.5,5.0,0.0
1776296903.6708853,1.0,0.0,4.0,0.0,5.0,0.0
1776296907.6432552,0.0,0.0,3.0,0.0,4.0,0.0
1776296911.6855655,0.0,0.0,3.0,0.0,4.0,0.0
1776296915.6648903,0.0,0.0,3.0,0.0,4.0,0.0
1776296919.7171204,0.0,0.0,3.0,0.0,4.0,0.0
1776296923.684333,0.0,0.0,2.5,0.5,4.0,0.0
1776296927.7331774,0.0,0.0,2.0,0.0,4.0,0.0
1776296931.7259238,0.0,0.0,1.0,0.0,3.0,0.0
1776296935.7622445,0.0,0.0,1.0,0.0,3.0,0.0
1776296939.7224326,0.0,0.0,1.0,0.0,3.0,0.0
1776296943.7345328,0.0,0.0,1.0,0.0,2.0,0.0
1776296947.7630131,0.0,0.0,1.0,0.0,2.0,0.0
1776296951.7999284,0.0,0.0,1.0,0.0,2.0,0.0
1776296955.7916324,0.0,0.0,1.0,0.0,2.0,0.0
1776296959.773014,0.0,0.0,1.0,0.0,1.5,0.5
1776296963.8186235,0.0,0.0,1.0,0.0,1.0,0.0
1776296967.8200696,0.0,0.0,1.0,0.0,1.0,0.0
1776296971.8291621,0.0,0.0,1.0,0.0,1.0,0.0
1776296975.8212533,0.0,0.0,1.0,0.0,1.0,0.0
1776296979.8180106,0.0,0.0,1.0,0.0,1.0,0.0
1776296983.8706489,0.0,0.0,1.0,0.0,1.5,0.5
1776296987.8339844,0.0,0.0,1.0,0.0,2.0,0.0
1776296991.8872244,0.0,0.0,1.0,0.0,1.0,0.0
1776296995.864283,0.0,0.0,1.5,0.5,1.5,0.5
1776296999.8783438,0.0,0.0,2.0,0.0,2.0,0.0
1776297003.8910584,0.0,0.0,2.0,0.0,2.0,0.0
1776297007.9078124,0.0,0.0,1.5,0.5,1.5,0.5
1776297011.9131374,0.0,0.0,1.0,0.0,1.0,0.0
1776297015.9284682,0.0,0.0,1.0,0.0,1.0,0.0
1776297019.9294546,0.0,0.0,1.0,0.0,1.0,0.0
1776297023.934958,0.0,0.0,1.0,0.0,1.0,0.0
1776297027.9408727,0.0,0.0,1.0,0.0,2.0,0.0
1776297031.93855,0.0,0.0,1.0,0.0,2.0,0.0
1776297035.9791121,0.0,0.0,1.0,0.0,2.0,0.0
1776297039.981226,0.0,0.0,1.0,0.0,2.0,0.0
1776297044.0071561,0.0,0.0,1.0,0.0,2.0,0.0
