time,temperature,gas,humidity,pressure,altitude,pm10standard,pm25standard,pm100standard,pm10env,pm25env,pm100 env,p03um,p05um,p10um,p25um,p50um,p100um
Wed Feb 18 16:23:24 2026,40.4034375,152347,19.84954370169319,1007.9212034410912,44.46063708391993,0,0,0,0,0,0,192,54,16,2,0,0
Wed Feb 18 16:23:25 2026,40.4020703125,152742,19.96153770158481,1007.9082677891159,44.56879659724269,0,0,0,0,0,0,192,54,16,2,0,0
Wed Feb 18 16:23:26 2026,40.395234375,153271,19.907691439202438,1007.9043149979022,44.60184749216028,0,0,0,0,0,0,186,52,16,2,0,0
Wed Feb 18 16:23:27 2026,40.3940625,151954,20.057141334864784,1007.9041986835703,44.60282004518338,0,0,0,0,0,0,186,52,16,2,0,0
Wed Feb 18 16:23:28 2026,40.3911328125,153006,20.31900891827208,1007.8958708201783,44.672453047905506,0,0,0,0,0,0,186,52,16,2,0,0
Wed Feb 18 16:23:29 2026,40.38703125,151824,20.4687024930113,1007.8963566713034,44.668390615840586,0,0,0,0,0,0,186,52,14,2,0,0
Wed Feb 18 16:23:30 2026,40.3946484375,151175,20.630100805646507,1007.899791788814,44.639668011682176,0,0,0,0,0,0,186,52,14,2,0,0
Wed Feb 18 16:23:31 2026,40.39796875,151434,20.716207781878882,1007.9069677486091,44.57966675305693,0,0,0,0,0,0,186,52,14,2,0,0
Wed Feb 18 16:23:32 2026,40.3762890625,150789,20.886596199541273,1007.9003502225418,44.634998696837144,0,0,0,0,0,0,186,50,14,2,0,0
Wed Feb 18 16:23:33 2026,40.3540234375,150789,20.928037241148736,1007.8963515744113,44.66843323336704,0,0,0,0,0,0,186,50,14,2,0,0
Wed Feb 18 16:23:34 2026,40.31046875,150789,20.844357017218663,1007.8970768329071,44.66236900546826,0,0,0,0,0,0,186,50,14,2,0,0
Wed Feb 18 16:23:35 2026,40.2938671875,151046,20.85931108242699,1007.8969105156546,44.66375966204041,0,0,0,0,0,0,180,46,12,0,0,0
Wed Feb 18 16:23:36 2026,40.2821484375,151954,20.874608434410625,1007.8939562138423,44.688461996469684,0,0,0,0,0,0,180,46,12,0,0,0
Wed Feb 18 16:23:37 2026,40.2594921875,150532,20.899886225819216,1007.8839574872455,44.77206658023419,0,0,0,0,0,0,180,46,12,0,0,0
Wed Feb 18 16:23:38 2026,40.2594921875,151305,21.01816953263232,1007.8982427429632,44.6526202897182,0,0,0,0,0,0,162,44,10,0,0,0
Wed Feb 18 16:23:39 2026,40.257734375,152874,21.023424254725978,1007.8971743935364,44.661553255363586,0,0,0,0,0,0,162,44,10,0,0,0
Wed Feb 18 16:23:40 2026,40.220234375,153938,20.78432785634932,1007.8916412248312,44.707818770898825,0,0,0,0,0,0,162,44,10,0,0,0
Wed Feb 18 16:23:41 2026,40.194453125,154476,20.557218989470044,1007.8926322533939,44.6995322838141,0,0,0,0,0,0,156,48,12,0,0,0
Wed Feb 18 16:23:42 2026,40.1675,154746,20.400011230832725,1007.8863610190924,44.751969331774234,0,0,0,0,0,0,156,48,12,0,0,0
Wed Feb 18 16:23:43 2026,40.146796875,156112,20.296913400580557,1007.8866652429169,44.74942555223741,0,0,0,0,0,0,156,48,12,0,0,0
Wed Feb 18 16:23:44 2026,40.1411328125,156665,20.162860757412634,1007.891750442849,44.70690554392844,0,0,0,0,0,0,156,48,12,0,0,0
Wed Feb 18 16:23:45 2026,40.12765625,157083,20.039091936022935,1007.8930753914825,44.69582698603517,0,0,0,0,0,0,156,48,12,0,0,0
Wed Feb 18 16:23:46 2026,40.1106640625,156250,19.9578847352712,1007.8833345890924,44.777274979776536,0,0,0,0,0,0,156,48,12,0,0,0
Wed Feb 18 16:23:47 2026,40.11359375,157083,19.947411454596093,1007.8827363460828,44.78227722633592,0,0,0,0,0,0,138,42,10,0,0,0
Wed Feb 18 16:23:48 2026,40.1003125,156804,19.96785796807935,1007.8772359712694,44.82826906904419,0,0,0,0,0,0,138,42,10,0,0,0
Wed Feb 18 16:23:49 2026,40.0899609375,157502,20.04187948842698,1007.8836334525135,44.77477601537718,0,0,0,0,0,0,138,42,10,0,0,0
Wed Feb 18 16:23:50 2026,40.0766796875,156943,20.056996748571407,1007.8870576318444,44.74614457761947,0,0,0,0,0,0,138,40,6,0,0,0
Wed Feb 18 16:23:51 2026,40.0661328125,157362,20.034928878360347,1007.8806404563885,44.79980215883796,0,0,0,0,0,0,138,40,6,0,0,0
Wed Feb 18 16:23:52 2026,40.06515625,158490,19.922811093800906,1007.8790545169454,44.813063125226314,0,0,0,0,0,0,138,40,6,0,0,0
Wed Feb 18 16:23:53 2026,40.085859375,157502,19.849550140158236,1007.8858986494564,44.755835454964654,0,0,0,0,0,0,138,40,6,0,0,0
Wed Feb 18 16:23:54 2026,40.1096875,158917,19.867144345193573,1007.8746077263609,44.850245429782156,0,0,0,0,0,0,138,40,6,0,0,0
Wed Feb 18 16:23:55 2026,40.1204296875,158207,19.79856491656241,1007.875984424429,44.83873401070383,0,0,0,0,0,0,138,40,6,0,0,0
Wed Feb 18 16:23:56 2026,40.119453125,158490,19.76119834054895,1007.8779691660275,44.82213838819022,0,0,1,0,0,1,144,42,8,2,2,2
Wed Feb 18 16:23:57 2026,40.1223828125,159491,19.772050720398372,1007.8720149109539,44.87192558829467,0,0,1,0,0,1,144,42,8,2,2,2
Wed Feb 18 16:23:58 2026,40.134296875,158348,19.740879353660922,1007.8717232699227,44.87436418500042,0,0,1,0,0,1,144,42,8,2,2,2
Wed Feb 18 16:23:59 2026,40.1333203125,159491,19.68755056282163,1007.8683521721186,44.90255212570905,0,0,1,0,0,1,138,40,8,2,2,2
Wed Feb 18 16:24:00 2026,40.13703125,158775,19.70377489202931,1007.8672368277496,44.91187826200793,0,0,1,0,0,1,138,40,8,2,2,2
Wed Feb 18 16:24:01 2026,40.1489453125,159203,19.741857810048714,1007.8723003644145,44.869538730366024,0,0,1,0,0,1,138,40,8,2,2,2
Wed Feb 18 16:24:02 2026,40.169453125,159779,19.684632713549735,1007.8752491727187,44.844881900775086,0,0,1,0,0,1,132,40,8,2,2,2
Wed Feb 18 16:24:03 2026,40.1942578125,160068,19.537237215609434,1007.8673183844314,44.911196312047146,0,0,1,0,0,1,132,40,8,2,2,2
Wed Feb 18 16:24:04 2026,40.2190625,159347,19.554842296650552,1007.8736685401328,44.85809855064993,0,0,1,0,0,1,132,40,8,2,2,2
Wed Feb 18 16:24:05 2026,40.2137890625,157362,19.783496325741364,1007.8758194742031,44.84011326029767,0,0,1,0,0,1,108,34,8,2,2,2
Wed Feb 18 16:24:06 2026,40.20734375,156943,20.06050870695146,1007.8707109386075,44.88282893734589,0,0,1,0,0,1,108,34,8,2,2,2
Wed Feb 18 16:24:07 2026,40.196015625,158065,20.257489475436405,1007.8737435213899,44.857471585450924,0,0,1,0,0,1,108,34,8,2,2,2
Wed Feb 18 16:24:08 2026,40.194453125,158917,20.203909252292583,1007.8747774372159,44.848826372281074,0,0,2,0,0,2,114,36,8,2,2,2
Wed Feb 18 16:24:09 2026,40.204609375,157502,20.220642210881106,1007.8751987292369,44.84530368977001,0,0,2,0,0,2,114,36,8,2,2,2
Wed Feb 18 16:24:10 2026,40.1887890625,159203,20.224909502973816,1007.8852207457095,44.76150377829998,0,0,2,0,0,2,114,36,8,2,2,2
Wed Feb 18 16:24:11 2026,40.1762890625,160358,20.127846919207812,1007.8881346026837,44.737139451181484,0,0,1,0,0,1,90,28,6,2,2,2
Wed Feb 18 16:24:12 2026,40.167890625,160504,20.07385699835445,1007.876282852205,44.83623867424615,0,0,0,0,0,0,90,28,6,2,2,2
Wed Feb 18 16:24:13 2026,40.1825390625,159779,20.106900596638642,1007.8768578059647,44.83143113724191,0,0,0,0,0,0,90,28,6,2,2,2
Wed Feb 18 16:24:14 2026,40.208125,158632,20.17276630505661,1007.8844780651531,44.76771373944692,0,0,0,0,0,0,90,28,6,2,2,2
Wed Feb 18 16:24:16 2026,40.21203125,160358,20.178377784899546,1007.8765364161579,44.83411847201376,0,0,0,0,0,0,90,28,6,2,2,2
Wed Feb 18 16:24:17 2026,40.2098828125,159634,20.092730045621114,1007.8784046111231,44.818497372445414,0,0,0,0,0,0,90,28,6,2,2,2
Wed Feb 18 16:24:18 2026,40.214375,159347,20.082350864929815,1007.8910551275394,44.712719427551484,0,0,1,0,0,1,114,34,6,2,2,2
Wed Feb 18 16:24:19 2026,40.2001171875,160213,20.086725383260852,1007.9054002357684,44.592773366548,0,0,1,0,0,1,114,34,6,2,2,2
Wed Feb 18 16:24:20 2026,40.1753125,159491,20.031638940074856,1007.8972614692113,44.660825174923374,0,0,1,0,0,1,114,34,6,2,2,2
Wed Feb 18 16:24:21 2026,40.1524609375,160649,20.110200446580066,1007.894077392101,44.68744876577614,0,0,1,0,0,1,144,40,8,2,2,2
Wed Feb 18 16:24:22 2026,40.129609375,159923,20.11933276887812,1007.8926764329731,44.69916287633998,0,0,1,0,0,1,144,40,8,2,2,2
Wed Feb 18 16:24:23 2026,40.1091015625,160795,20.133966315106935,1007.9004350090258,44.634289759205,0,0,2,0,0,2,144,40,8,2,2,2
Wed Feb 18 16:24:24 2026,40.0966015625,159779,20.202583579921267,1007.8944175383145,44.6846046374271,0,0,2,0,0,2,150,42,8,2,2,2
Wed Feb 18 16:24:25 2026,40.0833203125,160649,20.287220851326534,1007.8924863936815,44.700751889647556,0,0,2,0,0,2,150,42,8,2,2,2
Wed Feb 18 16:24:26 2026,40.1012890625,160504,20.26171095446836,1007.8895332205598,44.72544487430066,0,0,2,0,0,2,150,42,8,2,2,2
Wed Feb 18 16:24:27 2026,40.0940625,161088,20.207755531299526,1007.8920794216469,44.70415478663395,0,0,0,0,0,0,168,46,4,0,0,0
Wed Feb 18 16:24:28 2026,40.0848828125,161088,20.207129730959174,1007.8878831181196,44.73924224678553,0,0,0,0,0,0,168,46,4,0,0,0
Wed Feb 18 16:24:29 2026,40.0567578125,160504,20.22659241732721,1007.8939772310705,44.68828626113748,0,0,0,0,0,0,168,46,4,0,0,0
Wed Feb 18 16:24:30 2026,40.0247265625,161088,20.304603698465023,1007.8865828852092,44.75011418940327,0,1,1,0,1,1,186,50,4,0,0,0
Wed Feb 18 16:24:31 2026,40.0161328125,160358,20.485962507094147,1007.8833357902363,44.777264936337595,0,1,1,0,1,1,186,50,4,0,0,0
Wed Feb 18 16:24:32 2026,40.0243359375,159491,20.58831204467805,1007.8823784221231,44.78527003119397,0,1,1,0,1,1,186,50,4,0,0,0
Wed Feb 18 16:24:33 2026,40.0270703125,161088,20.55099317987925,1007.8850342778519,44.76306293840248,0,0,0,0,0,0,198,54,4,0,0,0
Wed Feb 18 16:24:34 2026,40.020625,161530,20.507694026280912,1007.8870615927949,44.74611145798529,0,0,0,0,0,0,198,54,4,0,0,0
Wed Feb 18 16:24:35 2026,40.042890625,161088,20.375391980483503,1007.9214384525601,44.458672081177056,0,0,0,0,0,0,198,54,4,0,0,0
Wed Feb 18 16:24:36 2026,40.05109375,161235,20.29036423334041,1007.931191096422,44.37712757119612,0,0,0,0,0,0,228,64,4,0,0,0
Wed Feb 18 16:24:37 2026,40.063984375,161825,20.20036066779423,1007.9485567006645,44.23193060878515,0,0,0,0,0,0,228,64,4,0,0,0
Wed Feb 18 16:24:38 2026,40.0887890625,162122,20.10053706324989,1007.9620643822832,44.118991836705895,0,0,0,0,0,0,228,64,4,0,0,0
Wed Feb 18 16:24:39 2026,40.1008984375,161530,19.99457932619741,1007.9495967715873,44.22323445170915,0,0,0,0,0,0,222,62,6,0,0,0
Wed Feb 18 16:24:40 2026,40.08625,162569,19.972245068660406,1007.9240220465325,44.437069886518024,1,1,1,1,1,1,222,62,6,0,0,0
Wed Feb 18 16:24:41 2026,40.037421875,162420,19.942278683583005,1007.9196968177242,44.4732344313444,1,1,1,1,1,1,222,62,6,0,0,0
Wed Feb 18 16:24:42 2026,40.012421875,163319,19.945928441987846,1007.9147936582798,44.51423138078531,1,1,1,1,1,1,252,70,8,2,0,0
Wed Feb 18 16:24:43 2026,40.0051953125,161973,19.865459669117865,1007.9101963844608,44.55267086530678,1,1,1,1,1,1,252,70,8,2,0,0
Wed Feb 18 16:24:44 2026,40.0051953125,164688,19.68434091567788,1007.9030564872453,44.61237043362437,1,1,1,1,1,1,252,70,8,2,0,0
Wed Feb 18 16:24:45 2026,40.006953125,165304,19.514212513876313,1007.9041264940611,44.603423652065196,1,1,1,1,1,1,252,68,8,2,0,0
Wed Feb 18 16:24:46 2026,40.0020703125,164842,19.481993115279916,1007.8961959946361,44.66973410960903,1,1,1,1,1,1,252,68,8,2,0,0
Wed Feb 18 16:24:47 2026,39.951484375,164995,19.595630209691382,1007.9086323767118,44.56574813736238,0,0,0,0,0,0,252,68,8,2,0,0
Wed Feb 18 16:24:48 2026,39.8739453125,164688,19.63836182760721,1007.9111797083807,44.54444892313951,0,0,0,0,0,0,240,66,8,2,0,0
Wed Feb 18 16:24:49 2026,39.8266796875,164688,19.65118226084245,1007.9200543534488,44.47024496236441,0,0,0,0,0,0,240,66,8,2,0,0
Wed Feb 18 16:24:50 2026,39.811640625,165458,19.66614293345652,1007.9313112859662,44.37612263768231,0,0,0,0,0,0,240,66,8,2,0,0
Wed Feb 18 16:24:51 2026,39.810078125,163925,19.820411379171173,1007.9359106035485,44.33766671685423,0,0,0,0,0,0,249,75,8,2,0,0
Wed Feb 18 16:24:52 2026,39.812421875,163925,20.007114522761597,1007.9468561962057,44.24614874510654,0,0,0,0,0,0,249,75,8,2,0,0
Wed Feb 18 16:24:53 2026,39.8098828125,164842,20.033613294009047,1007.9462999992872,44.25079918323574,0,0,0,0,0,0,249,75,8,2,0,0
Wed Feb 18 16:24:54 2026,39.8145703125,165458,19.868656988379726,1007.9414243456173,44.291565276061874,1,1,1,1,1,1,237,71,10,2,0,0
Wed Feb 18 16:24:55 2026,39.8161328125,166706,19.709010235933516,1007.9457473181059,44.25542022786857,1,1,1,1,1,1,237,71,10,2,0,0
Wed Feb 18 16:24:56 2026,39.7915234375,165613,19.52124562309407,1007.9414539397196,44.29131783472416,1,1,1,1,1,1,237,71,10,2,0,0
Wed Feb 18 16:24:57 2026,39.7758984375,167179,19.4352169894381,1007.9303430429306,44.38421835191131,0,0,0,0,0,0,225,67,12,2,0,0
Wed Feb 18 16:24:58 2026,39.76046875,167179,19.349262635834442,1007.930254782559,44.38495631854474,0,0,0,0,0,0,225,67,12,2,0,0
Wed Feb 18 16:24:59 2026,39.7407421875,167337,19.26839287196234,1007.9285367705232,44.39932104925975,0,0,0,0,0,0,225,67,12,2,0,0
Wed Feb 18 16:25:00 2026,39.733515625,167495,19.193692717364534,1007.9150109487596,44.512414539282574,0,1,1,0,1,1,231,69,14,2,0,0
Wed Feb 18 16:25:01 2026,39.7106640625,168292,19.13391713887465,1007.9135660083415,44.524496196151375,0,2,2,0,2,2,231,69,14,2,0,0
Wed Feb 18 16:25:02 2026,39.6923046875,167495,19.143322533322483,1007.9158497190784,44.50540129101147,0,2,2,0,2,2,231,69,14,2,0,0
Wed Feb 18 16:25:03 2026,39.676875,167495,19.28013523201703,1007.9228922295816,44.44651661526556,0,2,2,0,2,2,225,67,14,2,0,0
Wed Feb 18 16:25:04 2026,39.6669140625,166863,19.438671067287615,1007.9084906757209,44.56693295481794,0,2,2,0,2,2,225,67,14,2,0,0
Wed Feb 18 16:25:05 2026,39.6721875,166236,19.460257059854925,1007.9045709873759,44.59970705688287,0,2,2,0,2,2,225,67,14,2,0,0
Wed Feb 18 16:25:06 2026,39.666328125,165924,19.512983431772952,1007.9253792196096,44.42572217828794,0,1,1,0,1,1,201,59,14,2,0,0
Wed Feb 18 16:25:07 2026,39.660859375,166392,19.565754642429077,1007.9307652445905,44.38068822093396,0,1,1,0,1,1,201,59,14,2,0,0
Wed Feb 18 16:25:08 2026,39.656171875,166236,19.61328062106373,1007.9427726730182,44.28029168659687,0,1,1,0,1,1,201,59,14,2,0,0
Wed Feb 18 16:25:09 2026,39.6544140625,168132,19.544073629715296,1007.9559725570908,44.16992590719317,0,1,1,0,1,1,207,61,14,2,0,0
Wed Feb 18 16:25:10 2026,39.6528515625,168132,19.480226148366974,1007.9355931814379,44.34032074939986,0,1,1,0,1,1,207,61,14,2,0,0
Wed Feb 18 16:25:11 2026,39.6505078125,167813,19.40043424718501,1007.9335686512333,44.357248285108675,0,1,1,0,1,1,207,61,14,2,0,0
Wed Feb 18 16:25:12 2026,39.6520703125,167813,19.368694754158245,1007.9271875573753,44.41060217361958,0,1,1,0,1,1,207,61,14,0,0,0
Wed Feb 18 16:25:13 2026,39.656953125,167813,19.379628036401694,1007.9172815989426,44.49342885994567,0,1,1,0,1,1,207,61,14,0,0,0
Wed Feb 18 16:25:14 2026,39.664765625,168452,19.380140235074602,1007.9121358958334,44.53645388543864,0,1,1,0,1,1,207,61,14,0,0,0
Wed Feb 18 16:25:15 2026,39.660078125,167179,19.374526093353275,1007.9116552719759,44.54047255888506,0,0,0,0,0,0,201,61,14,0,0,0
Wed Feb 18 16:25:16 2026,39.625703125,168774,19.38819272033543,1007.9164529302211,44.5003576372747,0,0,0,0,0,0,201,61,14,0,0,0
Wed Feb 18 16:25:17 2026,39.6106640625,169909,19.350065823846712,1007.9152051972104,44.510790360487924,0,0,0,0,0,0,201,61,14,0,0,0
Wed Feb 18 16:25:18 2026,39.613203125,167813,19.33431756175137,1007.9086277562602,44.56578677076469,0,0,0,0,0,0,195,59,14,0,0,0
Wed Feb 18 16:25:19 2026,39.617890625,167337,19.377067508631683,1007.914461138073,44.517011698852144,0,0,0,0,0,0,195,59,14,0,0,0
Wed Feb 18 16:25:20 2026,39.6157421875,169420,19.419383112581144,1007.932377013172,44.36721184200959,0,0,0,0,0,0,195,59,14,0,0,0
Wed Feb 18 16:25:21 2026,39.6008984375,167813,19.39187280142296,1007.9350134251146,44.345168214827005,0,0,0,0,0,0,156,46,14,0,0,0
Wed Feb 18 16:25:22 2026,39.6059765625,168132,19.38159286774611,1007.9575370938016,44.15684470976772,0,0,0,0,0,0,156,46,14,0,0,0
Wed Feb 18 16:25:23 2026,39.5815625,167654,19.342856634274426,1007.9499705303616,44.22010941177703,0,0,0,0,0,0,156,46,14,0,0,0
Wed Feb 18 16:25:24 2026,39.5696484375,167813,19.45351204128738,1007.9323921101391,44.367085612772016,0,0,0,0,0,0,162,48,10,0,0,0
Wed Feb 18 16:25:25 2026,39.5610546875,168132,19.500731716990796,1007.9273448316844,44.40928716131743,0,0,0,0,0,0,162,48,10,0,0,0
Wed Feb 18 16:25:26 2026,39.5528515625,168132,19.49488109008127,1007.9264996989479,44.41635354272418,0,0,0,0,0,0,162,48,10,0,0,0
Wed Feb 18 16:25:27 2026,39.5481640625,167654,19.494572318057443,1007.9278003830617,44.40547817609696,0,0,0,0,0,0,162,50,8,0,0,0
Wed Feb 18 16:25:28 2026,39.5415234375,168935,19.43043192735874,1007.9277104407854,44.40623020708257,0,0,0,0,0,0,162,50,8,0,0,0
Wed Feb 18 16:25:29 2026,39.5309765625,168935,19.35015531948812,1007.9159206624645,44.504808109082624,0,1,1,0,1,1,162,50,8,0,0,0
Wed Feb 18 16:25:30 2026,39.51671875,170072,19.280290614884052,1007.9141526145818,44.51959137262504,0,1,1,0,1,1,144,46,6,0,0,0
Wed Feb 18 16:25:31 2026,39.5079296875,170236,19.24791546920427,1007.9070028115037,44.57937357809943,0,1,1,0,1,1,144,46,6,0,0,0
Wed Feb 18 16:25:32 2026,39.5036328125,170400,19.263535510322214,1007.9000193132276,44.6377655777678,0,0,0,0,0,0,144,46,6,0,0,0
Wed Feb 18 16:25:33 2026,39.504609375,169420,19.290103127433568,1007.9123082429036,44.53501282835625,0,0,0,0,0,0,144,46,6,0,0,0
Wed Feb 18 16:25:34 2026,39.5001171875,168613,19.46486478588777,1007.9139253269419,44.52149180519271,0,0,0,0,0,0,144,46,6,0,0,0
Wed Feb 18 16:25:36 2026,39.499921875,168613,19.597620359726104,1007.9243095903529,44.43466565021605,0,1,1,0,1,1,144,46,6,0,0,0
Wed Feb 18 16:25:37 2026,39.4911328125,167495,19.77780843879648,1007.9296443047231,44.39006067499462,0,1,1,0,1,1,180,58,10,0,0,0
Wed Feb 18 16:25:38 2026,39.491328125,166863,20.00145819761161,1007.9317453451132,44.372493366209106,0,1,1,0,1,1,180,58,10,0,0,0
Wed Feb 18 16:25:39 2026,39.4973828125,167813,20.044506063030898,1007.941586193019,44.29021204239532,0,1,1,0,1,1,180,58,10,0,0,0
Wed Feb 18 16:25:40 2026,39.514375,167654,20.003010926315948,1007.9513675487011,44.208428789698075,0,0,0,0,0,0,180,58,8,0,0,0
Wed Feb 18 16:25:41 2026,39.51828125,167813,19.88607575806926,1007.9452307289343,44.259739504018754,0,0,0,0,0,0,180,58,8,0,0,0
Wed Feb 18 16:25:42 2026,39.5175,167813,19.795530389508023,1007.9403936409956,44.30018317692548,0,0,0,0,0,0,180,58,8,0,0,0
Wed Feb 18 16:25:43 2026,39.50578125,170400,19.65646848726692,1007.949885520647,44.22082018765836,0,1,1,0,1,1,270,85,10,2,0,0
Wed Feb 18 16:25:44 2026,39.4985546875,169420,19.533785047451396,1007.9417072602347,44.28919977891796,0,1,1,0,1,1,270,85,10,2,0,0
Wed Feb 18 16:25:45 2026,39.50265625,171225,19.438493519092766,1007.9305373847118,44.38259341276594,0,1,1,0,1,1,270,85,10,2,0,0
Wed Feb 18 16:25:46 2026,39.517109375,170400,19.375769682530894,1007.9201384640489,44.469541687231725,0,1,1,0,1,1,276,87,14,2,0,0
Wed Feb 18 16:25:47 2026,39.5284375,171059,19.312866352068685,1007.9117941399211,44.53931143259082,0,1,1,0,1,1,276,87,14,2,0,0
Wed Feb 18 16:25:48 2026,39.5262890625,170894,19.27561364844682,1007.9190045928523,44.479022344299366,0,1,1,0,1,1,276,87,14,2,0,0
Wed Feb 18 16:25:49 2026,39.5180859375,169258,19.29628406404897,1007.9110236318057,44.54575393781808,0,1,1,0,1,1,282,89,14,2,0,0
Wed Feb 18 16:25:50 2026,39.513984375,171059,19.301318156021438,1007.9150595531548,44.51200814102098,0,1,1,0,1,1,282,89,14,2,0,0
Wed Feb 18 16:25:51 2026,39.512421875,169583,19.348941342544165,1007.9107364492145,44.548155179408596,0,1,1,0,1,1,282,89,14,2,0,0
Wed Feb 18 16:25:52 2026,39.5196484375,169420,19.37593600347072,1007.906428386147,44.584176580486634,0,1,1,0,1,1,264,83,12,2,0,0
Wed Feb 18 16:25:53 2026,39.5208203125,170729,19.344187038500944,1007.9101166194298,44.55333781110278,0,1,1,0,1,1,264,83,12,2,0,0
Wed Feb 18 16:25:54 2026,39.5227734375,170400,19.365531237397214,1007.9115072165414,44.541710505327345,0,1,1,0,1,1,264,83,12,2,0,0
Wed Feb 18 16:25:55 2026,39.533125,170564,19.413959720732848,1007.8997915776138,44.639669777622935,0,1,1,0,1,1,264,83,14,2,0,0
